id,address,city,country,dateAdded,dateUpdated,floorSizeValue,latitude,longitude,lotSizeValue,lotSizeUnit,mlsNumber,neighborhoods,numBathroom,numBedroom,numFloor,parking,postalCode,propertyType,yearBuilt,price,pricePerSquareFoot
AWp87peS_K9P-Csy5v0R,2701 Pennington Bend Rd,Nashville,US,2019-05-03T08:51:13Z,2022-04-30T11:36:09Z,1720,36.22585,-86.688215,0.35,acs,2067471,"Tennessee,Nashville",2,3,1,"Parking Features: Shared Driveway,Parking Total: 0,Garage false,Attached Garage: false,Carport: false",37214,Single Family Dwelling,1942,279000,163
lWyHin8ByN4LkFz_ywZg,,Nashville,US,2022-03-14T22:23:49Z,2022-04-30T11:28:19Z,,36.15431,-86.77647,,,,,1,0,,,,Room,,499,
Dc-Je3MBA7mjcpg9oSg8,,Nashville,US,2020-07-23T11:58:04Z,2022-04-30T11:28:19Z,,36.15447,-86.77463,,,,,1.5,0,,,,Room,,299,
xTgyPHIBT9R6xkeZU_TU,,Nashville,US,2020-01-14T07:42:36Z,2022-04-30T11:28:19Z,,36.15459,-86.77664,,,,,1,0,,,,Room,,206,
_OtXN3cBhBhNBLFcQFiF,,Nashville,US,2021-01-25T02:20:00Z,2022-04-30T11:28:19Z,,36.2194,-86.70567,,,,,1,1,,,,Room,,225,
RFmMV34B3hcw0YbIEokC,,Nashville,US,2022-01-14T07:45:04Z,2022-04-30T11:28:19Z,,36.21762,-86.70347,,,,,1,1,,,,Room,,395,
cS0BRXcBcI676yQnNWvs,,Nashville,US,2021-01-27T18:00:43Z,2022-04-30T11:28:11Z,,36.11972,-86.79854,,,,,1,2,,,,Single Family Dwelling,,101,
_oNwn38B5p3ULnC0Ojwk,,Nashville,US,2022-03-18T23:50:06Z,2022-04-30T11:28:11Z,,36.12952,-86.79355,,,,,3,3,,,,Single Family Dwelling,,206,
YXKVe3MBzUQvJ7ofhy7M,,Nashville,US,2020-07-23T12:11:04Z,2022-04-30T11:28:11Z,,36.13867,-86.78567,,,,,5,4,,,,Villa,,468,
srU9C3cB7_VlwaV86Zqv,,Nashville,US,2021-01-16T12:49:00Z,2022-04-30T11:28:11Z,,36.01651,-86.71054,,,,,1.5,1,,,,Room,,50,
h1msJ3cBCTtH1b0oi46e,,Nashville,US,2021-01-22T01:19:15Z,2022-04-30T11:28:10Z,,36.1229,-86.7761,,,,,3.5,4,,,,Single Family Dwelling,,220,
BGttg38ByN4LkFz_DNjt,,Nashville,US,2022-03-13T13:17:16Z,2022-04-30T11:28:10Z,,36.12795,-86.79461,,,,,3,3,,,,Single Family Dwelling,,206,
3zmWPHIBT9R6xkeZWpWa,,Nashville,US,2019-11-03T09:07:01Z,2022-04-30T11:28:10Z,,36.14555,-86.7896,,,,,1,2,,,,Villa,,277,
jlKCPHIBzBVh0wsvhX6d,,Nashville,US,2019-11-03T09:15:22Z,2022-04-30T11:28:10Z,,36.12326,-86.78975,,,,,2,2,,,,Single Family Dwelling,,208,
qCJx6H0Bkcuqw3PhjNJe,,Nashville,US,2021-12-23T17:58:15Z,2022-04-30T11:28:10Z,,36.13525,-86.78554,,,,,4,4,,,,Single Family Dwelling,,324,
YD7NOXIBA7mjcpg99Bqe,,Nashville,US,2016-08-16T18:02:25Z,2022-04-30T11:28:10Z,,36.12396,-86.79123,,,,,1.5,2,,,,Single Family Dwelling,,214,
Ck1kOXIBzBVh0wsvFVgX,,Nashville,US,2019-12-31T18:39:35Z,2022-04-30T11:28:10Z,,36.13591,-86.79102,,,,,3.5,3,,,,Single Family Dwelling,,328,
BHQR_H4BhBhNBLFch-Fs,,Nashville,US,2022-02-15T06:28:34Z,2022-04-30T11:28:10Z,,36.13713,-86.78687,,,,,3.5,4,,,,Single Family Dwelling,,221,
K_O7RXIBzUQvJ7ofzAsp,,Nashville,US,2019-12-24T16:04:40Z,2022-04-30T11:28:10Z,,36.13352,-86.80394,,,,,3.5,4,,,,Single Family Dwelling,,208,
6S5fK4ABod0R46D1GU2f,,Nashville,US,2022-04-15T03:58:14Z,2022-04-30T11:28:10Z,,36.13839,-86.77645,,,,,3.5,4,,,,Single Family Dwelling,,402,
E730DHgBkcuqw3Phexcr,,Nashville,US,2021-03-07T13:50:52Z,2022-04-30T11:28:10Z,,36.12943,-86.77931,,,,,3.5,3,,,,Single Family Dwelling,,327,
aq1yiHcBkcuqw3PhoISO,,Nashville,US,2021-02-09T20:19:09Z,2022-04-30T11:28:10Z,,36.12668,-86.77413,,,,,3.5,4,,,,Single Family Dwelling,,208,
Nwo-33wBkcuqw3PhPbhh,,Nashville,US,2021-11-02T06:02:50Z,2022-04-30T11:28:10Z,,36.13059,-86.78075,,,,,4,3,,,,Single Family Dwelling,,328,
g4s9C3cBj3PZVL9hipbj,,Nashville,US,2021-01-16T12:48:38Z,2022-04-30T11:28:10Z,,36.13217,-86.78308,,,,,4,3,,,,Single Family Dwelling,,277,
Hd_NN3IBzUQvJ7of-D89,,Nashville,US,2020-04-09T19:17:46Z,2022-04-30T11:28:10Z,,36.1354,-86.80181,,,,,2,2,,,,Single Family Dwelling,,221,
yPL9RHIBzUQvJ7ofwlbg,,Nashville,US,2019-12-31T15:18:56Z,2022-04-30T11:28:10Z,,36.13126,-86.78012,,,,,4,3,,,,Single Family Dwelling,,328,
obU9C3cB7_VlwaV8jJrT,,Nashville,US,2021-01-16T12:48:38Z,2022-04-30T11:28:10Z,,36.12565,-86.77336,,,,,3.5,4,,,,Single Family Dwelling,,326,
klNiPXIBzBVh0wsvHNP6,,Nashville,US,2016-08-16T18:01:40Z,2022-04-30T11:28:10Z,,36.13806,-86.78684,,,,,1,2,,,,Single Family Dwelling,,71,
WU_URXIBA7mjcpg9tFlX,,Nashville,US,2019-08-31T17:14:13Z,2022-04-30T11:28:10Z,,36.13823,-86.78466,,,,,1,2,,,,Single Family Dwelling,,208,
4zgpPHIBT9R6xkeZIuSC,,Nashville,US,2019-11-14T23:36:01Z,2022-04-30T11:28:10Z,,36.134724,-86.783707,,,,,3.5,4,,,,Single Family Dwelling,,328,
9DggPHIBT9R6xkeZ9NNc,,Nashville,US,2020-05-09T16:58:59Z,2022-04-30T11:28:10Z,,36.14126,-86.79578,,,,,1.5,2,,,,Single Family Dwelling,,157,
PkvNN3IBzBVh0wsvvSF-,,Nashville,US,2020-04-09T19:15:39Z,2022-04-30T11:28:10Z,,36.14177,-86.79373,,,,,1.5,2,,,,Single Family Dwelling,,157,
JnR9XIAByN4LkFz_1ixv,,Nashville,US,2022-04-24T16:53:12Z,2022-04-30T11:28:10Z,,36.13665,-86.7897,,,,,3.5,3,,,,Single Family Dwelling,,324,
czjJNHIBA7mjcpg9bxGK,,Nashville,US,2019-11-15T00:05:12Z,2022-04-30T11:28:10Z,,36.13634,-86.80317,,,,,1,1,,,,Single Family Dwelling,,194,
uGfGoHkBcI676yQnG92Z,,Nashville,US,2021-05-24T23:46:48Z,2022-04-30T11:28:10Z,,36.129852,-86.779991,,,,,3.5,3,,,,Single Family Dwelling,,220,
Ha89C3cBCrU5VJ5klZvz,,Nashville,US,2021-01-16T12:48:39Z,2022-04-30T11:28:10Z,,36.13099,-86.78068,,,,,3.5,3,,,,Single Family Dwelling,,395,
gl6vRXIBzBVh0wsvHtxG,,Nashville,US,2019-11-03T09:07:04Z,2022-04-30T11:28:10Z,,36.13781,-86.78577,,,,,5,4,,,,Villa,,560,
4C02y34Bkcuqw3Ph1b7o,,Nashville,US,2022-02-05T18:47:55Z,2022-04-30T11:28:10Z,,36.12973,-86.78027,,,,,3.5,3,,,,Single Family Dwelling,,334,
xSKT6H0Bkcuqw3Ph99Rp,,Nashville,US,2021-12-23T18:35:50Z,2022-04-30T11:28:10Z,,36.12969,-86.77845,,,,,3.5,3,,,,Single Family Dwelling,,327,
_jLXN3IBT9R6xkeZ8Rf7,,Nashville,US,2020-02-12T06:57:31Z,2022-04-30T11:28:10Z,,36.13668,-86.79013,,,,,3.5,3,,,,Single Family Dwelling,,208,
IEI4PHIBA7mjcpg9TT0s,,Nashville,US,2019-10-20T19:48:41Z,2022-04-30T11:28:10Z,,36.11972,-86.79854,,,,,1,2,,,,Single Family Dwelling,,208,
LFDuRnIBA7mjcpg9f5RH,,Nashville,US,2019-10-31T22:15:13Z,2022-04-30T11:28:10Z,,36.23536,-86.63769,,,,,2,2,,,,Villa,,399,
GEXHRXIBT9R6xkeZZPUV,,Nashville,US,2019-11-03T09:32:18Z,2022-04-30T11:28:10Z,,36.12326,-86.78975,,,,,1,1,,,,Single Family Dwelling,,157,
2uY6PHIBzUQvJ7ofezD2,,Nashville,US,2019-11-24T19:16:23Z,2022-04-30T11:28:10Z,,36.12694,-86.78802,,,,,3,4,,,,Villa,,3300,
DTDKT4ABod0R46D1NFFs,,Nashville,US,2022-04-22T05:41:33Z,2022-04-30T11:28:10Z,,36.13569,-86.78964,,,,,3.5,3,,,,Single Family Dwelling,,280,
Y1tx6H0ByN4LkFz_jN0-,,Nashville,US,2021-12-23T17:58:15Z,2022-04-30T11:28:10Z,,36.13479,-86.78589,,,,,4,4,,,,Single Family Dwelling,,221,
#NAME?,,Nashville,US,2021-12-23T17:58:15Z,2022-04-30T11:28:10Z,,36.135,-86.78556,,,,,4,4,,,,Single Family Dwelling,,221,
iSTQ2n4Bod0R46D1ESyZ,,Nashville,US,2022-02-08T19:29:36Z,2022-04-30T11:28:10Z,,36.135803,-86.804474,,,,,1.5,2,,,,Single Family Dwelling,,90,
FNsCKncByN4LkFz_wc1g,,Nashville,US,2021-01-22T12:12:39Z,2022-04-30T11:28:10Z,,36.13074,-86.79546,,,,,3.5,3,,,,Single Family Dwelling,,328,
Fep7P3IBzUQvJ7ofjJhM,,Nashville,US,2020-03-02T19:42:03Z,2022-04-30T11:28:10Z,,36.1402,-86.79367,,,,,1.5,2,,,,Single Family Dwelling,,157,
6Gxwn38ByN4LkFz_O6US,,Nashville,US,2022-03-18T23:50:06Z,2022-04-30T11:28:10Z,,36.12715,-86.79544,,,,,3,3,,,,Single Family Dwelling,,206,
5Up4QnIBA7mjcpg978C_,,Nashville,US,2019-12-24T15:09:42Z,2022-04-30T11:28:10Z,,36.13736,-86.79063,,,,,3.5,3,,,,Single Family Dwelling,,157,
X_KLRXIBzUQvJ7ofF-BA,,Nashville,US,2019-11-03T09:31:20Z,2022-04-30T11:28:09Z,,36.12504,-86.7969,,,,,1,1,,,,Guesthouse,,125,
#NAME?,,Nashville,US,2021-08-01T00:36:46Z,2022-04-30T11:28:08Z,,36.13192,-86.78897,,,,,1,1,,,,Guesthouse,,132,
t0XORXIBT9R6xkeZnv6s,,Nashville,US,2019-11-03T09:31:08Z,2022-04-30T11:28:08Z,,36.11735,-86.80274,,,,,1,1,,,,Guesthouse,,170,
41A-33wBhBhNBLFcHoV-,,Nashville,US,2021-11-02T06:02:42Z,2022-04-30T11:28:08Z,,36.13335,-86.79747,,,,,1,1,,,,Guesthouse,,208,
oUhsVXsB5p3ULnC0yfkb,,Nashville,US,2021-08-17T18:43:17Z,2022-04-30T11:28:08Z,,36.13205,-86.78865,,,,,1,1,,,,Guesthouse,,161,
q_LoRHIBzUQvJ7ofhT5W,,Nashville,US,2019-11-03T09:31:16Z,2022-04-30T11:28:08Z,,36.13156,-86.80074,,,,,1,1,,,,Guesthouse,,153,
Fy8lNXIBT9R6xkeZyldd,,Nashville,US,2020-05-20T08:42:48Z,2022-04-30T11:28:08Z,,36.1141,-86.79502,,,,,1,1,,,,Guesthouse,,208,
wV3ARHIBzBVh0wsvuuDs,,Nashville,US,2019-11-03T09:16:39Z,2022-04-30T11:28:08Z,,36.12452,-86.78593,,,,,1,1,,,,Guesthouse,,157,
pE7PRHIBA7mjcpg91k4R,,Nashville,US,2019-11-03T09:08:36Z,2022-04-30T11:28:08Z,,36.13611,-86.78216,,,,,1,1,,,,Guesthouse,,101,
los9C3cBj3PZVL9hzpaG,,Nashville,US,2021-01-16T12:48:55Z,2022-04-30T11:28:08Z,,36.13394,-86.80174,,,,,2,2,,,,Guesthouse,,208,
izy8U3YBnmQMcr-ht4Of,,Nashville,US,2019-03-25T20:47:38Z,2022-04-30T11:28:08Z,,36.12212,-86.79144,,,,,1,1,,,,Guesthouse,,157,
zy02y34Bkcuqw3PhFr5H,,Nashville,US,2022-02-05T18:47:06Z,2022-04-30T11:28:08Z,,36.1327,-86.77534,,,,,1,1,,,,Guesthouse,,100,
_q88C3cBCrU5VJ5k6JqE,,Nashville,US,2021-01-16T12:47:54Z,2022-04-30T11:28:08Z,,36.12205,-86.7912,,,,,1,1,,,,Guesthouse,,102,
c0Q9C3cBqmEz8m5E12HQ,,Nashville,US,2021-01-16T12:48:56Z,2022-04-30T11:28:08Z,,36.13455,-86.80097,,,,,1,0,,,,Guesthouse,,101,
w1sLQ3IBzBVh0wsvyl3H,,Nashville,US,2019-11-03T09:31:13Z,2022-04-30T11:28:08Z,,36.11869,-86.7833,,,,,1,1,,,,Guesthouse,,170,
eU_ORXIBA7mjcpg9sFLR,,Nashville,US,2019-11-24T17:47:33Z,2022-04-30T11:28:08Z,,36.12649,-86.7916,,,,,1,1,,,,Guesthouse,,157,
rrU9C3cB7_VlwaV83poR,,Nashville,US,2021-01-16T12:48:59Z,2022-04-30T11:28:08Z,,36.13441,-86.80135,,,,,1,1,,,,Guesthouse,,208,
WV7oRHIBzBVh0wsvuxqN,,Nashville,US,2019-10-20T19:48:11Z,2022-04-30T11:28:08Z,,36.12049,-86.79697,,,,,1,1,,,,Guesthouse,,101,
SV7ORXIBzBVh0wsvpfUS,,Nashville,US,2019-11-03T09:16:40Z,2022-04-30T11:28:08Z,,36.12254,-86.78449,,,,,1,1,,,,Guesthouse,,170,
sEAOQnIBT9R6xkeZA-yO,,Nashville,US,2019-11-03T09:16:39Z,2022-04-30T11:28:08Z,,36.13096,-86.77603,,,,,1.5,2,,,,Guesthouse,,157,
TF7ORXIBzBVh0wsvqfXA,,Nashville,US,2016-08-06T18:14:39Z,2022-04-30T11:28:08Z,,36.12465,-86.7947,,,,,1,1,,,,Guesthouse,,170,
uJNdeXkBCTtH1b0osN_2,,Nashville,US,2021-05-17T08:07:33Z,2022-04-30T11:28:08Z,,36.11907,-86.80109,,,,,1,1,,,,Guesthouse,,158,
MvPORXIBzUQvJ7of9xxb,,Nashville,US,2019-11-03T09:31:13Z,2022-04-30T11:28:08Z,,36.12238,-86.78574,,,,,1,2,,,,Guesthouse,,170,
bTvON3IBA7mjcpg9c0lZ,,Nashville,US,2019-10-23T19:37:28Z,2022-04-30T11:28:08Z,,36.12281,-86.78519,,,,,1,1,,,,Guesthouse,,101,
gEI2PHIBA7mjcpg9vzoA,,Nashville,US,2019-11-03T09:31:17Z,2022-04-30T11:28:08Z,,36.11481,-86.78929,,,,,1,1,,,,Guesthouse,,275,
SjLNN3IBT9R6xkeZ5wvk,,Nashville,US,2019-11-03T09:31:13Z,2022-04-30T11:28:08Z,,36.13742,-86.78295,,,,,1,1,,,,Guesthouse,,157,
pO-jWHcBhBhNBLFc6gdT,,Nashville,US,2021-01-31T13:31:13Z,2022-04-30T11:28:08Z,,36.12145,-86.78948,,,,,1,1,,,,Guesthouse,,98,
AK88C3cBCrU5VJ5k65sk,,Nashville,US,2021-01-16T12:47:57Z,2022-04-30T11:28:08Z,,36.12376,-86.79712,,,,,1,1,,,,Guesthouse,,157,
rU_ORXIBA7mjcpg9_1KB,,Nashville,US,2019-11-03T09:16:30Z,2022-04-30T11:28:08Z,,36.12098,-86.78469,,,,,1,1,,,,Guesthouse,,157,
mTYksnoBhBhNBLFchd2q,,Nashville,US,2021-07-17T01:46:15Z,2022-04-30T11:28:08Z,,36.12574,-86.79345,,,,,1,1,,,,Guesthouse,,148,
W_KLRXIBzUQvJ7ofEuB8,,Nashville,US,2019-10-08T05:03:51Z,2022-04-30T11:28:08Z,,36.1291,-86.79688,,,,,1,0,,,,Guesthouse,,125,
gFtLhX4B3hcw0YbIam5U,,Nashville,US,2022-01-23T04:56:59Z,2022-04-30T11:28:08Z,,36.13114,-86.78595,,,,,1,1,,,,Guesthouse,,157,
XU7oRHIBA7mjcpg9rnMb,,Nashville,US,2019-12-24T15:08:51Z,2022-04-30T11:28:08Z,,36.12549,-86.79183,,,,,1,3,,,,Guesthouse,,328,
m_LfRHIBzUQvJ7ofLi8o,,Nashville,US,2019-11-03T09:16:37Z,2022-04-30T11:28:08Z,,36.10887,-86.80439,,,,,1,1,,,,Guesthouse,,101,
YGH3U3IBA7mjcpg9-72b,,Nashville,US,2019-10-20T19:47:04Z,2022-04-30T11:28:08Z,,36.13145,-86.77586,,,,,1,1,,,,Guesthouse,,155,
W07ARHIBA7mjcpg9zzgC,,Nashville,US,2019-11-24T17:04:20Z,2022-04-30T11:28:08Z,,36.12308,-86.79597,,,,,1,1,,,,Guesthouse,,240,
60fINHIBzBVh0wsvmu35,,Nashville,US,2019-11-03T09:31:11Z,2022-04-30T11:28:08Z,,36.14689,-86.7901,,,,,1,0,,,,Guesthouse,,115,
Xuk9C3cBW84RLEmh15Gi,,Nashville,US,2021-01-16T12:48:56Z,2022-04-30T11:28:08Z,,36.13267,-86.80224,,,,,1,0,,,,Guesthouse,,101,
Xek9C3cBW84RLEmh15GK,,Nashville,US,2021-01-16T12:48:56Z,2022-04-30T11:28:08Z,,36.12679,-86.7846,,,,,1,1,,,,Guesthouse,,157,
Y0p7QnIBA7mjcpg9FsSq,,Nashville,US,2020-05-16T19:09:13Z,2022-04-30T11:27:59Z,,36.12726,-86.79128,,,,,2,2,,,,Single Family Dwelling,,328,
7naq23UBT9R6xkeZf9Db,,Nashville,US,2019-10-23T20:11:44Z,2022-04-30T11:27:59Z,,36.1221,-86.79317,,,,,1,1,,,,Single Family Dwelling,,170,
6VI2PHIBzBVh0wsvjgW9,,Nashville,US,2019-10-08T05:03:36Z,2022-04-30T11:27:59Z,,36.12399,-86.7922,,,,,2,2,,,,Single Family Dwelling,,165,
umQkS3IBzBVh0wsvce1T,,Nashville,US,2019-11-15T00:38:42Z,2022-04-30T11:27:59Z,,36.12473,-86.79341,,,,,1,1,,,,Single Family Dwelling,,157,
3kfKNHIBzBVh0wsvdvCg,,Nashville,US,2020-04-16T16:13:55Z,2022-04-30T11:27:59Z,,36.12712,-86.79148,,,,,1,1,,,,Room,,89,
PEglNXIBzBVh0wsv02k5,,Nashville,US,2016-04-04T00:46:09Z,2022-04-30T11:27:59Z,,36.133,-86.77819,,,,,1,2,,,,Single Family Dwelling,,101,
cwkLV3IBzUQvJ7ofpvN4,,Nashville,US,2016-04-04T00:46:37Z,2022-04-30T11:27:59Z,,36.12819,-86.78833,,,,,2,3,,,,Single Family Dwelling,,220,
zl5wRXIBzBVh0wsvrKbT,,Nashville,US,2020-05-15T21:50:53Z,2022-04-30T11:27:59Z,,36.12931,-86.77546,,,,,2,2,,,,Single Family Dwelling,,208,
5EpqN3IBzBVh0wsvC6mw,,Nashville,US,2019-11-15T00:40:42Z,2022-04-30T11:27:59Z,,36.12685,-86.79024,,,,,2,1,,,,Single Family Dwelling,,157,
M-k8C3cBW84RLEmh_5ER,,Nashville,US,2021-01-16T12:48:02Z,2022-04-30T11:27:59Z,,36.12726,-86.79068,,,,,2,3,,,,Single Family Dwelling,,328,
_2XFf3cBCTtH1b0oXgDQ,,Nashville,US,2021-02-08T03:52:57Z,2022-04-30T11:27:59Z,,36.1393,-86.79557,,,,,1,1,,,,Single Family Dwelling,,175,
d0TLPXIBA7mjcpg9Pq8N,,Nashville,US,2019-12-31T19:06:27Z,2022-04-30T11:27:59Z,,36.11946,-86.78182,,,,,2,2,,,,Single Family Dwelling,,214,
hbU9C3cB7_VlwaV8AJrv,,Nashville,US,2021-01-16T12:48:02Z,2022-04-30T11:27:59Z,,36.12932,-86.79756,,,,,2.5,2,,,,Single Family Dwelling,,208,
xaHeJ3cBkcuqw3Phf51Y,,Nashville,US,2021-01-22T02:13:49Z,2022-04-30T11:27:59Z,,36.12375,-86.78973,,,,,2,3,,,,Single Family Dwelling,,571,
wff9SXIBzUQvJ7of83-6,,Nashville,US,2019-11-15T00:38:59Z,2022-04-30T11:27:59Z,,36.13182,-86.78148,,,,,2,2,,,,Single Family Dwelling,,203,
Ij5POnIBA7mjcpg96_26,,Nashville,US,2020-05-01T12:44:25Z,2022-04-30T11:27:59Z,,36.12648,-86.79127,,,,,1,1,,,,Room,,90,
bOp7P3IBzUQvJ7of25iF,,Nashville,US,2019-10-23T20:11:31Z,2022-04-30T11:27:59Z,,36.10467,-86.8024,,,,,1,2,,,,Single Family Dwelling,,221,
tF-XT3cBCTtH1b0oFPc5,,Nashville,US,2021-01-29T19:20:37Z,2022-04-30T11:27:59Z,,36.13008,-86.80707,,,,,1,1,,,,Single Family Dwelling,,132,
IlHtO3IBzBVh0wsvQnfx,,Nashville,US,2019-11-03T18:57:14Z,2022-04-30T11:27:59Z,,36.12881,-86.80708,,,,,1,0,,,,Room,,69,
FUSOPXIBA7mjcpg91FM3,,Nashville,US,2019-11-24T16:20:31Z,2022-04-30T11:27:59Z,,36.12501,-86.79241,,,,,2,3,,,,Single Family Dwelling,,326,
6-LNOXIBzUQvJ7of8w1T,,Nashville,US,2020-05-16T19:09:21Z,2022-04-30T11:27:59Z,,36.12731,-86.79406,,,,,2,3,,,,Single Family Dwelling,,277,
sVwIUXkBcI676yQnTLzR,,Nashville,US,2021-05-09T12:09:28Z,2022-04-30T11:27:59Z,,36.12844,-86.78221,,,,,2,4,,,,Single Family Dwelling,,221,
xz1IP3IBT9R6xkeZQ0Bt,,Nashville,US,2019-11-03T18:57:03Z,2022-04-30T11:27:59Z,,36.13531,-86.78423,,,,,2,3,,,,Single Family Dwelling,,101,
ZEiGSHIBT9R6xkeZ-ejR,,Nashville,US,2019-11-15T00:39:56Z,2022-04-30T11:27:59Z,,36.13302,-86.79712,,,,,1,1,,,,Single Family Dwelling,,101,
hUsSS3IBT9R6xkeZG-iC,,Nashville,US,2019-10-23T20:12:03Z,2022-04-30T11:27:59Z,,36.12625,-86.7961,,,,,1,3,,,,Single Family Dwelling,,157,
o0fJNHIBzBVh0wsvDO6A,,Nashville,US,2020-05-16T19:09:21Z,2022-04-30T11:27:59Z,,36.12723,-86.79142,,,,,1,2,,,,Single Family Dwelling,,220,
DVudT3IBA7mjcpg9w3mf,,Nashville,US,2019-11-15T00:11:34Z,2022-04-30T11:27:59Z,,36.12091,-86.78972,,,,,1,2,,,,Single Family Dwelling,,208,
8zZqM3IBA7mjcpg910cG,,Nashville,US,2019-10-08T05:03:43Z,2022-04-30T11:27:59Z,,36.12812,-86.79117,,,,,1,2,,,,Single Family Dwelling,,157,
1mCOR3IBzBVh0wsveeAf,,Nashville,US,2015-10-25T19:24:03Z,2022-04-30T11:27:59Z,,36.1269,-86.78371,,,,,3,3,,,,Single Family Dwelling,,326,
GzVU1XkB5p3ULnC00-ot,,Nashville,US,2021-06-04T04:42:56Z,2022-04-30T11:27:59Z,,36.12919,-86.78934,,,,,2,3,,,,Single Family Dwelling,,444,
VHRrVnIBzBVh0wsvZX9X,,Nashville,US,2019-11-15T00:39:34Z,2022-04-30T11:27:59Z,,36.14176,-86.79307,,,,,2,2,,,,Single Family Dwelling,,208,
0y02y34Bkcuqw3PhXL78,,Nashville,US,2022-02-05T18:47:24Z,2022-04-30T11:27:48Z,,36.14571,-86.795937,,,,,1,2,,,,Room,,101,
ayM2y34Bod0R46D1XLXB,,Nashville,US,2022-02-05T18:47:24Z,2022-04-30T11:27:48Z,,36.145741,-86.795998,,,,,1,2,,,,Room,,101,
gQ2ItXgBhBhNBLFcc2Ad,,Nashville,US,2021-04-09T07:28:41Z,2022-04-30T11:27:48Z,,36.14555,-86.79564,,,,,1,2,,,,Room,,101,
hn8LA38B5p3ULnC0jhUW,,Nashville,US,2022-02-16T14:59:23Z,2022-04-30T11:27:48Z,,36.145737,-86.796021,,,,,1,2,,,,Room,,101,
f2gLA38ByN4LkFz_jnYV,,Nashville,US,2022-02-16T14:59:23Z,2022-04-30T11:27:48Z,,36.145744,-86.795998,,,,,1,2,,,,Room,,108,
6SDUcX4Bod0R46D1y0-t,,Nashville,US,2022-01-19T10:14:38Z,2022-04-30T11:27:48Z,,36.145744,-86.795975,,,,,1,1,,,,Room,,101,
oBE95ngBhBhNBLFcs6ID,,Nashville,US,2021-04-18T18:28:26Z,2022-04-30T11:27:48Z,,36.14559,-86.79556,,,,,1,2,,,,Room,,90,
tACItXgByN4LkFz_c6Mv,,Nashville,US,2021-04-09T07:28:41Z,2022-04-30T11:27:48Z,,36.14549,-86.79564,,,,,1,2,,,,Room,,101,
ass95ngBkcuqw3PhsunR,,Nashville,US,2021-04-18T18:28:26Z,2022-04-30T11:27:48Z,,36.14556,-86.79561,,,,,1,2,,,,Room,,90,
xHM2y34BhBhNBLFcXHP8,,Nashville,US,2022-02-05T18:47:24Z,2022-04-30T11:27:48Z,,36.145714,-86.795998,,,,,1,2,,,,Room,,101,
J06ItXgBcI676yQncnyx,,Nashville,US,2021-04-09T07:28:41Z,2022-04-30T11:27:48Z,,36.14552,-86.79561,,,,,1,2,,,,Room,,101,
OoM95ngBCTtH1b0os9gb,,Nashville,US,2021-04-18T18:28:26Z,2022-04-30T11:27:48Z,,36.14555,-86.79562,,,,,1,2,,,,Room,,90,
swCItXgByN4LkFz_c6Mu,,Nashville,US,2021-04-09T07:28:41Z,2022-04-30T11:27:48Z,,36.14555,-86.79556,,,,,1,2,,,,Room,,101,
EQQ95ngByN4LkFz_suTs,,Nashville,US,2021-04-18T18:28:26Z,2022-04-30T11:27:48Z,,36.14557,-86.79564,,,,,1,2,,,,Room,,101,
ihs95ngB5p3ULnC0ss3D,,Nashville,US,2021-04-18T18:28:26Z,2022-04-30T11:27:48Z,,36.14548,-86.79564,,,,,1,2,,,,Room,,101,
KzybOHIBA7mjcpg9DmaH,,Nashville,US,2019-11-14T23:56:21Z,2022-04-30T11:27:48Z,,36.1297,-86.79746,,,,,2,3,,,,Guesthouse,,208,
_1I95ngBcI676yQns7gb,,Nashville,US,2021-04-18T18:28:26Z,2022-04-30T11:27:48Z,,36.14603,-86.79625,,,,,1,2,,,,Room,,101,
iMeUt3gBkcuqw3PhluM_,,Nashville,US,2021-04-09T17:01:11Z,2022-04-30T11:27:48Z,,36.14552,-86.79565,,,,,1,2,,,,Room,,101,
xF8LA38B3hcw0YbIjsYY,,Nashville,US,2022-02-16T14:59:23Z,2022-04-30T11:27:48Z,,36.145733,-86.796005,,,,,1,2,,,,Room,,101,
OYM95ngBCTtH1b0ostjY,,Nashville,US,2021-04-18T18:28:26Z,2022-04-30T11:27:48Z,,36.14603,-86.79625,,,,,1,2,,,,Room,,101,
HheItXgB5p3ULnC0coqw,,Nashville,US,2021-04-09T07:28:41Z,2022-04-30T11:27:48Z,,36.14603,-86.79625,,,,,1,2,,,,Room,,90,
c0vNN3IBzBVh0wsv5iGT,,Nashville,US,2019-11-03T09:30:43Z,2022-04-30T11:27:47Z,,36.15348,-86.78984,,,,,1.5,1,,,,Loft,,170,
O_KURXIBzUQvJ7ofnemE,,Nashville,US,2020-05-01T11:40:42Z,2022-04-30T11:27:47Z,,36.15067,-86.79229,,,,,1,0,,,,Loft,,176,
ck7wRHIBA7mjcpg99X2G,,Nashville,US,2019-11-03T09:09:07Z,2022-04-30T11:27:47Z,,36.15461,-86.774597,,,,,1,1,,,,Loft,,155,
hvXFA3gByN4LkFz_5xt_,,Nashville,US,2021-03-05T19:03:24Z,2022-04-30T11:27:47Z,,36.12727,-86.80183,,,,,1,0,,,,Guesthouse,,163,
HUGsO3IBA7mjcpg93Eki,,Nashville,US,2019-11-14T23:41:51Z,2022-04-30T11:27:47Z,,36.16428,-86.77804,,,,,1,1,,,,Loft,,208,
